,Anime_Name,Number of Videos Aired,Link,Reviews,Polarity Score,Sentiment
21,Ixion Saga DT,26 Videos,https://www.crunchyroll.com/ixion-saga-dt,Some people will love it An anime marmite Well worth a look! A great comedy anime I usually dont watch comedy animes butnot sure why this has a fairly low score Not for people who take things too seriously Ignore the bad reviews Funny Similar themes to SAO Ball jokes an intriguing story anda tranny What more could you want Great slow at first Very Funny  Slightly Random Probably not for everyone An irreverent comedy that toys with the adventure genre hella funny (just need a few more character in the title lol) Why not a second season! Good for the first few episodes but you dont have to keep watchingA LaughOutLoud hilariously funny parody anime! A must watch for comedy fans You need to watch more than the first episode or two Something Different :D You will like it even when you dont Spoofy comedy that doent take it self to seriousAwesome anime Worth a Watch Stupid funny lots of NSFW jokes in a PG kind of way crazy in a crazy way Really enjoyed it! Made me LOL Took me by surprise! Please do another season! Not a serious anime Funny humor and very entertaining Who doesnt enjoy a good joke about ballsA new strange feeling of love! Eh its average Move on unless youre bored like meA cliche comedy to kill time Completely over rated There isnt a way to rationalize giving this more than 2 starsFar exceeded expectations tbh If your looking for a fantasy game like anime this is a quick fix Light and fun to watch It works If Crudely I Loved it!! Fans of Anime comodies will love What I Thought About Show is much Better than it looks Great show! Was worth watching Funny as hell XD seriously Funny Anime 45 stars ALMOST THE MOST FUNNIEST YET AWESOME ANIME IVE WATCHEDAn awesome unique anime What I thought about this anime Si necesitas reirte necesitas Ixion Saga Love Ixion Saga dimension transfer Its too plain and sort of silly Ixion Saga DT Information First Impressions  Ixion Saga DT great anime to kill time with The Bloopers of SAO and Gintama! Decent anime I guess just amazing piece of work Started off soooo good you will like it or you will hate it Bad  Just bad  Filler extreme Ball Gags Galore  Not really much else Disgusting and boring better than SAO cant even compare these twoI like this way better than Sword Art Online “Seriously matured theme for young audience” not every bad joke is a parody Tries too hard to be funny If you like the humour Copy Cat of other MMO anime,0.17379675567877823,Mixed Reviews
22,Bloodivores,12 Videos,https://www.crunchyroll.com/bloodivores,This show is way too everywhere STOP Watch Episode 2 You cant be seriousI personally enjoy it After 5 episodes the series only gets worse Ugh what a lazy setup Below average vampire show with lazy animation Good start to an iffy anime Save yourself wasted time The low ratings are inaccurate! Give it a chance!!!! You need to get through ep1 Bad Start but Gradually Gets Better a few good Possibilities Another Vampire variant Lazy setup no explanation for anything 8 episodes what story really enjoy this show! ^^ 25 Stars This is a weird one friendoodles Currently on episode 4 and seriously! This show is excellent all the bad reviews are from ppl who only watch 1st ep Its not as bad as everyone makes it out to beEpisode 2 is the way to start Keep wathing the end of the 1st episode but the 2nd episode it very good episode 1 bad but episode 2 amazing keep watching!!!!!!!! A lil slowat first but picking up Worth giving it a shot So much potential but so badly executed The animation dragged it down but its watchableA jumbled and confusing mess The literal worst show Ive seenI found myself bored Never to be finished poor pacing battle roayle vibe can you give it zero stars Bloodivores : A Respectable Chinese Adaptation See for yourself before passing Just mundane and poorly produced I have no clue what happened I need to see more of this anime AMazing show!! 1010 Loved It THIS NEEDS SEASON 2! Waste of Day 2nd china Watching this made me sad(in a bad way) This show is nothing but WTF!! Not amused at allIf Im being honest it sucksThe only show I took the effort to vote down Cool concept done poorly WARNING! PLEASE dont watch this I tried to watch it but Couldnt watch anymore Engaged me like few new animes haveI tried I really tried Im so confused why they think this is good writing10 episodes in given this show more than a fair shot still awful Laziness all around sloppy is the name of the game Save yourself and dont watch itThe original concept is fine but the execution is all over the place Lemme put it to you this wayGreat premise bad execution on all fronts Snoozefest to the max Bloodivores Isnt Worth the Time I tried and I sat through 4 episodes but this isnt worth my timeNot good at all watch something else instead Loved it!!!!!!!!!!!!! Not sure if I should watch Last Episode or not After 11 Episodes  A Review Nothing Makes Sense In This Show dont waste your timeMy review on Bloodivores Art style is nice only redeeming quality though This is straight trash not their best vampire anime Plot needs work      Thoughts on anime before even watching it Another made in China crap! This should not be called anime! Lazy unwatchable this seasons Taboo TattooStraight up booty Just watch lesbian witch on a gun or we tf,0.016242647998977122,Mixed Reviews
23,Onee-chan ga Kita,12 Videos,https://www.crunchyroll.com/onee-chan-ga-kita,Short and Sweet and to the point :) Opinion on Oneechan ga Kita Story is amusing art style is unusual Deserves to be 20 minutes Why only 3 mins should be longer *brain unavailable!* It is cute What else did you want Really just an AVERAGE Lovely warm short comedy! Im having fun and six more characters are needed so; Bob John Frank Timtim Steve and M NightMostly weird but has its cute moments pretty good for a short Why expect 3 Minutes to have a full anime plot cute slice of life series of shorts NOCHROMO confirmed OnneChan ga Kita 55 Kawaii to the max ~! An Unusually Cute Anime Im starting to suspect sibling complexes are a thing nowI really hate her mouth Best Romance Anime Since Toradora Cute and funny anime Cute and Funny Short Series For sure left me wanting more! Would love to see more! Pretty good cozy watching Why not! An okay 3 mins anime series Did I just fall in love Short but really funny Was alright but lacking in a lot of places sibling love or complex Just decided to dump this trash Awful This makes me a sad panda Please god give my 4 minutes back!,0.2395833333333333,Mixed Reviews
24,11eyes,12 Videos,https://www.crunchyroll.com/11eyes,Clearly I have higher anime standards than most people who reviewed this Bad plot Bad motivation Bad Anime So Disappointing  Anime would have been good but then theres Yuka  (Spoilers) Screwed up Moral Theme 11eyes: Eye candy for the dark fantasy crowd Had great potential but screwed up Dont waste your timeSuffers From Episode limit Could be better without a certain character The Good The Rushed and The Short First Impressions are important It was absolutely awful Not bad v0123456789 Penny for my thoughts Enter the Notorious Red Night! Good~About Ending!!! Horror Eyepatch Powers Demons Another Demontion = this anime ^^ An Edgelord’s struggle in the Red Night An okay anime brought down by large flaws and larger plot holes Actually amazingly bad An okay not orginal and terrible ending anime thatll leave a bad taste in your mouthTerrible but still a story with potential My review for: 11eyes best for it genre only Was going to be 5 but Loved anime hated yuka Decent concept but gets all jumbly and less fun Good plot idea bad execution Left a bitter taste Loved it even if Im the only oneNot Bad But Finale Was Lacking Ok to watch but ending it disapointing Really good anime with the worst ending I evern seen Giving it a 3 because it was fairly decent From Xbox PC PSP game My review for 11 Eyes One of the better anime Ive seen but not the best11 Eyes ineresting!!! Great with room for improvement It all was played out like a 5Star movie _TOTAL_AWESOMENESS_TO_THE_MAX_ LIke Shakugan no Shana Better than I expected after few episodes You will think about it for days in a bad way Starts off interesting then total wreck Could have been a good story but ended up being pretty mediocre in the end Meh : It was great but I hated it at times Very good show and good twists Mess indeed and a whole lot of what the f^%$# Cancer! Show is absolute cancer Ugh ugh and ugh! Garbage all the way! I have watched all episodes TX Reviews:   11eyes Good at the beginning weird at the end Couldve been betterThis was a Unique Show It couldve been so much moreDisappointing in every way possible 11 eyes what happened  Whole thing plays like a Chinobyo play Slice of Life meets Demon (K)nights and Sword Fights Starts Well But it Becomes F*cked up needed more episodes Supernatural Horror Series could have been better Short and solid series No Simply No Everything goes wrong Great Anime Series with Twists and Turns Had Potential But it Was Wasted Must See  & Give it a chance to show the story  5 Stars 11 eyes an interesting case for an anime Not Bad Pretty Good OK Horrible Ending Not Logical Nice graphics but nothing else Review en español de 11eyes Pretty Good Different I swear there are two possible endings 11eyes (Review) 310 I watched this a long time ago so my review is short A SHOW THAT MORE THAN 11 EYES SHOULD WATCH A MustWatch Anime with Unique Aspects This was a nice anime! Better then you might think shinmen_takezos 11Eyes Review: 34Eyes Possibly as twisted as American McGees AliceA Review based on the First Episode This anime is way to carzy! How this has over 1500 5 stars is beyond me I wouldnt ever recommend thisam i watching the same show as everyone else 11EyesPossibly just as good as Rosario Vampire (or better) short but a good show!!!! A decent show with an original story! A halfhearted attempt An Anime for Two Video Game Series,0.12064323134224447,Mixed Reviews
25,Nyarko-san: Another Crawling Chaos,25 Videos,https://www.crunchyroll.com/nyarko-san-another-crawling-chaos,From an avid lovecraft fan One of the top anime of Spring 2012 season on CR Very funny comedyparody! Parodyloaded love comedy OFF THE WALL & WONDERFULLY FUNNY This show is very funny but romantic at the same time Awesome & Bloody! :D Good Really good Except for stuff Fear the forks   FEAR THEM! HP Lovecraft must be rolling in his grave (not that I care) One of the funniest animes that I have seen Nyarkosan: Another crawling chaos Watch it for Nyaruko This show has it all One of the best anime show I have ever seen This Crawling Chaos crawled up to me and it did in fact make me Smile! awesome show!!! i <3 it!! Take every harem battle series and romance trope and turn them on its head And you have this show (or i guess gintama which does it better but this one has romance and i would not consider shounin)Lose SAN have fun doing it 4 stars for 1st season 3 for 2nd season Ecchi gladiatorettes from space YEEEEEEES YEEEEEEESSS What a great forking show! A must watch if youre looking for a laugh Hasuta <3It is a funny and awesome show also the op is catchy! daisuki desu! honto ni Good show but prepare to hate the main character Im the Crawling Chaos that creeps up on you from behind with a smile!HOw it made me feel abut! The funniest anime of 2012 by far!!! NyarkoSan brings the funny! A crawling and chaotic mix of fun and strange Unexpectedly fun to watch Funny and Hilarious! GREAT ASS ANIME TO WATCH! Brought a tear to my eye *sniff* Silliest Lovecraft Ever Honestly This Anime is Awesome this anime is awesome I dont know why I liked it so muchStrange but I really like it Funniest anime i have seen so far Season 1 was interesting awesome!              a I want to like this but Nyarukosan: Another Crawling Chaos What I learned from Nyarkosan Very weirdnow when there will be second season Cute and funny stalkers So funny a must see! A show should not end up directing sympathy towards a dangerous monster Another Harem Disappointment It is a Moe lolicon shotacon in the Kodomo range if you ask me! It isnt what youd thought it would beYea these ratings are weird I have never before seen something I love ruined so completely Never seen an anime more akin to cancer Not my type of anime,0.35260416666666666,Positive Reviews
26,School Days,12 Videos,https://www.crunchyroll.com/school-days,This anime succeeded in exactly what it was trying to do School days review by Tim Jones of ThemAnimeorg Misconceptions and Misunderstandings You wont love to hate these characters Youll just hate themThe Singular WORST anime to ever be createdever Evil pure and unadulterated evil Stay away An Anime That Succeeds at Its Goalsdating sim for anime School Days  The Anime Youll Love to Hate5star raters go see a doctor School days review by tommyhales So Much Misguided Hate! A look at characters situationsDo not watch this anime if you like school romance find something else! Well i was suprised This series will suck out your soul and will have it mutilated School daysWaitwhat! What did I just watch Words Cannot Express My Anger Spoilers Unruly Flow Chart of Doom Complete and Utter Garbage Definitely something I have not seen before and must never see again Im so glad that its over Spoilers Do yourself a favor: dont watch this showNever been so horrified by an anime before The success of School Days depends whether you can empathizesympathize its characters School Days Review My Review of School Days One Boy Two Girls And A Nice Boat True Love Comes At A Huge PriceA Review Of School Days School Days my review I watched the wrong thing WTF DID I JUST WATCH! EPIC! The extremes of love School days Review by rafael0000 No No No No NO NO NO Unoriginal story with an unexpected ending My review for School Days Bruhh I just cant dealThe most insane anime everwith a terrifying Plot Twist at the end Really a good anime but how sick! I havent slept in four daysThis Anime is one in a million Superb Ending!!!!!!!!!!!!!!!! What in the actual I dont evenGutwrenching anime with lots of fuc** up morals! Warning!!!! Read up on this anime before watching Amazing anime understandably hard to digest by many An eerie love story mixed with a side of creepiness >< My Opinion on this Anime Worst anime ive watchedjust how idiotic girls can get This anime really pissed me off Great Life Lessions Anime terrible terrible terrible This anime is not what you expect it is WHY! Just dont no AHHH!! Dont get hooked itll just be disappointing in the end Dont waste your timeThis Is the Works of the Devil Surprise Review  School Days Beginning was terrific Middle not so much End horrifying One of those animes that have many mixed feelings involved Holy Crap (and I need 9 more characters for some obscure reason There that should do it) Why oh why did I watch this This this the Most Fucked Up Anime I ever SEEN! unexpectedly amazing series School Days is a Killer Series! School Days Review  My opinion even if it doesnt matter to people Possible one of the hardest Animes to stomachA Not So Clever Troll Im glad I didnt listen to the 1 star reviews I watched itA Classic Anime That Needs No Introduction Tried to watch the shallowness of this teen MC but couldn’t It was a interesting experience Depressing and Frustrating And I thought Ruins any Perspective on Young Love yeah i couldve written a paper thats due tomorrow as of the date im writing this but i watched this instead This Traumatized Me In a Good way Its like a train wreck you cant look away from One Star and Ill tell you whyromance you gotta be kidding Absolute Garbage (Would Give 0 Starts If I Could) What the actual fuck not my cup of tea anime This Story Did Its Job *sigh* School Days: The First Anime That I Dont Know If I Liked Or Not!DO NOT WASTE YOUR TIME WITH THIS I am going to cut now Ite exactty what your not expectingWhy did that happen School Days will Crush your very Soul!!!! School days has succeeded in becoming lower than poop If You Want to Waste Your Life and Put Yourself in Horrible Mood Well Kore ha Douzo The Ending Isnt The Only Part To ReviewWatching this anime is like pls dont watch this :_: OmgI didnt expect this,-0.04701482963875205,Negative Reviews
27,Mushibugyo,27 Videos,https://www.crunchyroll.com/mushibugyo,ALWAYS KEEP AN OPEN MIND! I cannot recommend this enough Saturday Morning Cartoon Revisited Pretty good show I recommend not bad not bad at all ALWAYS BE READY FOR  FIGHT Keep on fighting!!!! Terrific Show  I would watch again BEST SHOW IN YEARS!! Mushibugyo is a really great anime so amazing I encourage everyone to give it a try This show will give you the chills! New Favorite Anime!! Slow start gets better later! Great show great opening recommend! Big Swords Big Boobs Big insects Why not The show has just begun My favorite anime right now Need a Bleach alternative Look no further Great Anime in the making 3 Stars makes it worth watching but far from addictive! good story nice action Had low or no expectations and was surprised Mushibugyo an anime to keep your eye on Its good and fun too watchMushibugyo is a Well Rounded Anime A really good short anime Just one step more Was waiting for this for forever XD I NEED MORE MUSHIBUGYO Excellent show!! I want more episode Very Good Show Highly recommended Superbly done anime! Something new to enjoy get ready for some action It Took a While but Now I Love It Strike while the irons hot and victory will be a given!Ausome show watch it nwwwwww! Fun Anime With Room to Grow i hope that there will be more in the future =) This anime is great in later episodes This is an amazing anime! Ok but goes no where A 2nd Season for Mushibugyo A Must Watch Season 2 Hopefully Coming Soon Surprisingly Great!!! Classic Shonen Action At Its Bestgood story and original An enjoyable mix of standard themes humor and art work If you like action and fantasy youll probably like this“High Spirited Endeavor” The Next Samurai Anime So its a show about exterminators ;)WATCH TILL THE END YOU WILL LIKE IT Brilliant !!! best anime ever,0.38211304826539205,Positive Reviews
28,Recorder and Randsell,39 Videos,https://www.crunchyroll.com/recorder-and-randsell,Short and sweet series  A nice series for people short on time One of the better short form anime series The best 3 min anime I ever watched Recorder and Randsell; a few words of a kind A surprise comedic Hit! 3 minutes of cuteness Good drawings with repetitive jokes Super short and moderately funny but A very fun short watch Short and Sweet Comedy About another 17 min would have been nice Short (Pfft) and Funny This one is strange Short and sweet miniseries Charming Slice of life Very Good Capsule Series! This was a good show Recorder and Randsell Review Very Enjoyable show! Amazing 3 min every episode I was like Whaaa Short and Light and a litle wacky Not bad Better than I first thought Amusing but repetative Cute quick watch but Short and Sweet Atsushi gets old What I thought about this anime Three minutes of delightful entertainment Great Short Comedy!!! Three mins well spent! Short hilarious episodes SO funny!! Recorder and Randsell!! I would like this to be atleast 10 min What a cute story only 3 min each This show pulls you in Atsushi Troubled Fifth Grader In A Mans Body!Divertido y ocurrente Too short and annoying Way too short to be enjoyable,0.29280942234848484,Mixed Reviews
29,Danchigai,12 Videos,https://www.crunchyroll.com/danchigai,Siscon and more siscon I Literally Forgot I Watched This Anime Nice and Short but wouldnt mind if it was longerdanchigai watched in one sit a plation review Weirdly mediocre despite the feminine appeal #360 Good for a quick chuckle nothing more A Nice Little Comedy Way too short for a solid opinion Great Anime I Love it! amazing aime for most people Very simple! Short and sweet! My thoughts and feelings This is why I watch anime Short bursts of cute! sister complex the short Really great after a break and have popcorn Fun but easily forgettable great short 3 minute show Source: MAL News Synopsis,0.2679012345679012,Mixed Reviews
30,Saki,38 Videos,https://www.crunchyroll.com/saki,Saki: An anime that totally caught my attention The Moe Akagi  The Less Serious Shion no OuWhy this anime is worthy for me :P High School Girls & a Mahjong set you come to understand everything about the characters Since some years have passed let´s look back to this anime Saki one of the best anime Ive watchLEST GO TO THE NATIONALS!!!!!!! Saki :: An anime that wont dissapoint youSaki: A Very Good Anime Good even years later Must watch! From the very first episode Im always sucked into the fun and excitement!Saki = Blew My Mind! MAJONG !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! No Chihaya but decent enough i love this anime !! Hmm Saki is unique This was OK but not great Riichi for it its chow time  Moe mahjong pleaseJust What I Wanted (had it not been yuri and echii) A great show thatll have you begging for more! (I know I am!)Totally addictive anime!!! As an anime fan as well as a mahjonng player One of the Best Anime Ive Seen So FarSaki is My Favorite! Saki the characters are amazing Awesomely Awesome Mohjong Anime : Saki  Episode 1  Encounter An anime of surprises Good I Think Not! ITS AWESOME!!!Lesbian School Girl Mahjong Saki: Spinning Off Different Mangas Series and a Movie Since 2006 Take a Boring Game and Make it Interesting MAJOR LOVE FOR A GAME THAT I DO NOT UNDERSTAND ONE LICK! Review of anime and manga! Girls Mahjong High School Tournament Saki The anime that made Mojang more interesting Saki comes back in an all new season! MUST WATCH VIDEO OLALA! Awesomeness overload Awesome Mahjong Play An interesting view of Mahjong I must say this show just keeps getting better and better Saki: An Anime Worth Watching What I think of Saki A Captivating Mahjong Anime Very interesting Anime!!! Great anime and Surprised that Mahjong was this interesting SOMEONE TELL ME WHATS GOING ON! It gets weird quick and not the good kind of weird Go watch Akagi instead I tried I really did but My review for this great anime Saki Its no ChihayafuruMahjong with more focus on characters then Mahjong Pretty fun show despite the ecchi Saki Review by Phame the simple Review and short story Love it!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! The worst enjoyable anime Ive ever seen Not what youd expect in an anime Im a Harsh Critisizer who tell whats on his mindConfusing and the pace is intense can some one make better anime,0.32156942559927637,Positive Reviews
31,Myself; Yourself,13 Videos,https://www.crunchyroll.com/myself-yourself,Myself; Yourself  Decent romancedrama with a touch of comedy My description of Myself;Yourself ^_^ Fascinating Anime!!!! You will love it or hate it A cast of misfits and a bittersweet set of romances You Might Cry Keep A Box Of Tissues Close By Good but forgettable in a lot of ways Powerful Emotional Lifechanging Showed my emotional side Psychological More Like BiPolar A good short drama A good show to watch through once A Story of Love Friendship Pain Prejudice and Dark Secrets An unexpected and deep rollercoaster of emotion Not a comedy but still a decent show This Series Was An Emotional Rollercoaster! ENDING NEEDS WORK!!!!!!!!!! THE BEST ANIME EVER!! This feels like a better version of School Days Enjoyed it but there were a lot of things off Good Focus and Really Interest the Audience Very shallow and lacks character development There really isnt much hereMyself;Yourself review Great drama series not as much a comedy More Wasted Potential Short Sweet And Compelling Not the best Not the worst Is it right for you Myself YourselfDarkness and Light I really wanted this to be more 35 = good but its not for every oneThis anime is great!  MYSLELF; YOURSELF Not to sure about this anime This was a great anime! Friends lost love painful memories This anime is okay bt definitely not my favorite Twas Truly Touching Another Great Series Myself; Yourself  Sad Story Most misleading anime There are still surprises in Anime I can think of worse ways to spend a day this is another cant miss anime Shuri and Shusuke look happy together We Need To Be Ourselves A jumble of mixed emotions Deep developed and somewhat sad TT Myself; Yourself Review Great series ! Good Story Myself; Yourself from My Point of View Myself; yourself Review Zword 70 Srawp Review: Myself; Yourself An Emotional Ride but Lacking in Natural Flow within the first few minutes you will feel this story What What is going on here Loved it as my 4th show ever watched SliceofLife Then Drama Beautiful very relatable MY HEART THANK YOU FOR THIS GIFT! Some parts hit close to home for me Just watch it :)                                   Dont judge it by the descriptionI have so much respect for this anime This one is hard to describe Bored Not as interesting or entertaining as I thought at first The best of the best made reality Takes a while to get going then rushes to the finish line Very solid romantic drama Disappointing Character Development Really Good loved it Another romance out of amnesia but stark details made it real Kinda weird Not exactly thrilling Mediocre Average High School Drama Misery was company Wellwritten a little dark and very human! My absolute favorite anime Very beautiful anime Great anime but weak (and short) ending Not worth finishing Myself Yourself review A surprisingly deep and enjoyable story This is  no way a comedy Pretty good dramatic story with some flaws Nice drama series I Loved this Anime ! Like Romance WATCH Engaging without Cliffhangers Myself; Yourself a beautiful story Great story but extremely rushed ending One of the Best Romance Anime I really enjoyed and would love to see more  Myself; Yourself  Excellent series worth watching Very heart touching story pretty good anime to watch MySelf;YourSelf No es una pieza de coleccion pero una muy buena serie para ver,0.26969598583234955,Mixed Reviews
32,Cheating Craft,12 Videos,https://www.crunchyroll.com/cheating-craft,An interesting concept wrongfully thrown in the garbage Its pitch is better than its execution Failing Its Premises Short and was ruined by the ending Couldnt Even Stand the First EpisodeTaking exams and need to blow off steam What did I just watch *** Confusing Series It started off okay enough Gloriously Overdramatic What you need is something ridiculous admit it Trying so hard to be different NOT FOR ANIME FANS!! You\re not cheating unless you get caught A really good anime :D a surprising good anime pretty on the nose parody Excellent parody of the Japanese education system Very Entertaining MUST WATCH Just like Shokugeki no Souma,0.3236111111111111,Positive Reviews
33,Ulysses: Jeanne d'Arc and the Alchemist Knight,12 Videos,https://www.crunchyroll.com/ulysses-jeanne-darc-and-the-alchemist-knight,Poorly executed shot and althistory Ignore downvotes on negative reviews it is bad This Show Deserves A Restraining Order A perverted mess with a trash story Went from OK to AWFUL in the blink of an eye Good job animation crew and poor content producers I dont recommend itjust another typical story Disjointed mess with jarringly morbid moments Really disappointing Why this deserves 2 stars not 1 Yup pretty bad I watched the first episodes so you wouldnt need toThis Is A Terrible Distasteful Show Not too impressed needs work Just bad skip and go watch better anime Could have been solid but chose to be mediocre I dont normally review things but it needs to be saidOne of the Poorest Written Stories Bad anime! BAD! Grenouille Total flop in my opinion Ulysses is garbage  would not recommend Extremely terribly written and implemented script I wished I never saw the entire series The worst anime you could possibly watch Dont bother watching thisUseless MC and sad harem makes this even worse that it is Based on Actual History So this was just simply bad Well that was a surprise Its okay badly executed thoughOne of the worst anime Recommend that you skip this anime ill just keep watching Its not terrible but its not good How do you have such a cool concept and fail so hard A horrible anime due to certain scene Id rather throw upmixed feelings about this this is just a total mess Mediocre but not as bad as most of the reviews would suggest It passes the time waiting for other shows The Worst Show on the Site Not impressed with the story So giving powers to a little kid Boorish and boring slander of Jeanne dArcnojust noplease stop Good enough to fill time Starts off good For 2 episodes This show deserves more credit than what its given1st episode meh  2nd episode takes over This is really bad Lost me when he kissed a kid Pretty Good Anime In My Opinion Could have been decent Poor plot and characters Couldn’t finish the first episode Not sure whats NOT to like Interesting premise ruined by hilariously bad writing Based on episode one Its ok why so much hateso far so good i think ppl are being way to harsh Despite what people may say Great Concept Alchemist Knight #1 Subpar anime this season Typical Harem Show  Boring I wonder if the Japanese feel this way when we butcher their history for entertainment bad terribly terribly bad and im not even sure why it existsThis anime is realistic Ulysses: Jeanne dArc and the Alchemist Knight,-0.16855278255880665,Negative Reviews
34,Inugami-san to Nekoyama-san,12 Videos,https://www.crunchyroll.com/inugami-san-to-nekoyama-san,Cute Adorable and dare I say Moe Animal insticts on the prowl So short you might as well Cute but only filler Funny show that you should watch! Its fine for what it isAdorable in all the right ways So good but so short Cute and genuinely funny yuri short Great Comedy Anime!! the cutest cat and dogs i can find A sweet yurishoujo ai cute but nothing really happens Is there even a genre for this Maria Strawberry Holic Panic in 3:30 Comic Yuri quick anime A good anime if your into Yuri dog meets cat  falls in love GOOD BYE MY SWEET PRINCESS 3 minute long episode(s),0.36659226190476185,Positive Reviews
35,CHRONOS RULER,13 Videos,https://www.crunchyroll.com/chronos-ruler,A New Twist On An Old Formula Painfully Generic Demon Hunters Fighting Painfully Generic Demons You can try it but Couldnt finish the first episodePainful Just to Watch I Dont Usually Write Reviews But An Unbalance Paced Underwhelming Shounen SeriesNot Terrible But Not Great Its a fun show to watch Read Manga dont watch the animeIt could have been the best anime of 2017 Fantastic beautiful action filled I absolutely love this anime Its not terrible but could be worked on Commit to it and rejoice because you will be in for a pleasant surprise Ignore the clicheidiotsTypical Story Unique Presentation & Style So far not great not garbage Weak Animation and Humor Watch it for leisure Enjoyed it laughed a lot If only negative stars existed Interesting Timebending adventure! Stupid Power System for a stupid show Generic but oh that Jazz Good Idea but Poorly Executed A show that suffers from the same flaws as most fantasy animes,0.10131461675579324,Mixed Reviews
36,SKET Dance,78 Videos,https://www.crunchyroll.com/sket-dance,SKET Dance  Laugh out loud Funny Easily my favorite anime now A anime that makes you laugh and cry plz read my review :) A wonderful anime! I love it so much ~ Outstanding and Funny definitely Not a waste of time A MUST WATCH ANIME AND WE WANT SKET DANCE BACK!!!!!!!!!! Sketdan I will miss you Definitely on the list of top 5 funniest anime The kind of anime that makes your day better x) Extremely enjoyable comedy anime Makes you laugh and cry at the same time! An amazing anime that is a must see Hilarious I want more My favorite anime ever! So glad I watched this! WE WANT SKET DANCE BACK If you dont mind laughing than watch Sket Dance Quite possibly one of the best Anime ever More No wait! MORE! It was a really funny show but My First Recommendation An actionpacked laughaminute extravaganza! Definitely not what I expected FUNNIEST ANIME EVER!!! Recently finished this Sad its over EVERYONE SHOULD WATCH THIS!Another doanything help club but does it well Sket Dance Anime Review Wild roller coaster!! Dont hesitate! Jump right in!Supportive Kind Endearing Trendy! Anime among Anime SKET DANCE is LEGIT stuff Best Comedy Anime Ever Most epic anime of all time!!! very good excellent really awesomeness at its peak A Must Watch Series \\(^O^) SKET (Support Kindness Encouragement and Troubleshoot) review title: Sket Dance KAKAKAKA XDDD LOLLING Funny show just give it a few episodes to sink in! Absolutely Amazing!! The most funny & coolest anime ever^_^~ Hilarious and dramatic An abolutely great anime! Official Lakewatch Review 1st Anime Review Ever! One of The Best Shows Ive ever WatchedSKET DANCE A fun filled Shonen Jump series Another Show cancled before its time Simple but really funny this Anime is so funny One of my favorites Instantly Hooked On The Amazingness I Love it!! My Favorite! THE most incredible anime ever! Funny Like School Rumble Maybe Even FunnierGreat anime of laughter Short Overarching View of SKET Dance second best help for hire ever!!! Only one thing sucks Absolutely phenomenal New Favorite Anime!!! A savior to recommend My very first review was saved for the perfect show A fun yet dramatic ride First Review Best way to start Great Show But Some Episodes are a Miss Hilarious Though Has Annoying Fillers Caution: DO NOT DRINK AND WATCH! Pretty good series overall Could be betterPoor mans gintama Amazing Anime! I want more episode the funniest anime ive ever seenGREAT!!! PLEASE READ Hime + Yusuke love dovey my thinking for everybody *blagh* plecans Good but a bit repetative Not my cup of tea I guess,0.387167763949014,Positive Reviews
37,Poyopoyo,52 Videos,https://www.crunchyroll.com/poyopoyo,A Wonderful Little Time Sink Observant energetic and crazy Cute clever and funny Fast and Funny Awesome A funny & cute anime A Nice Way to Pass a Few Hours Cute Characters Comedy and Companionship Addictive and funny!! The most kawaii cat ever! Cutest Way To Spend 3 Minutes Super Kawaii love it! Spherical cat at its best Cute cute and cute Poyopoyo is my hero! Living with CatDogs Poyopoyo 2012 (Ongoing at Present) If you loved Chi youll love Sato Poyo <3one of the best animes That cat is well rounded!!! Relaxing fun and cute Adorable Adorable And did i mention adorable so good but so short Short and Sweet show A WellRounded Comedy Cute adorable cat creature! Fun for adults and children Oyvey I liked the show KAWAII OVERLOAD!!<33 Short and so very very sweet Thus exceeded my expectations Fantastically fun poyo! Addicted to a Cat Like Poyopoyo The Ultimate in Cuteness A very cute show about a ball of a cat! Poyo Poyo Poyo Pyu~~~~ Poyo goes Round and Round! Too cute and round: Poyo! Mindless entertainment Now I want a cat Cuteness is the word Poyopoyo Overload with Cuteness Poooyyooo Is the cutest A Short and Sweet Show cute for a break or to laugh I want a spherical cat,0.33742187500000004,Positive Reviews
